0.411763,0.384333,0.384333,0.411763,0.411763,0.411763,0.384333,0.384333,0.384333,0.411763,0.411763,0.411763,0.384333,0.384333,0.384333,0.384333,0.384333,0.384333,0.384333,0.411763,0.384333,0.384333,0.384333,0.384333,0.384333,0.384333,0.384333,0.411763,0.384333,0.384333,0.384333,0.411763,0.384333,0.384333,0.384333,0.384333,0.384333,0.411763,0.384333,0.384333,0.384333,0.384333,0.384333,0.384333,1.02847,0.384333,0.411763,0.384333,0.411763,0.384333,0.411763,0.384333,0.384333,0.384333,0.384333,0.384333,0.384333,0.411763,0.411763,0.384333,0.384333,1.02847,0.384333,0.384333,0.411763,0.384333,0.384333,0.411763,1.02847,0.411763,0.384333,0.411763,0.411763,0.384333,0.411763,0.411763,0.411763,0.384333,0.384333,0.384333,0.384333,0.384333,0.411763,0.384333,0.384333,0.384333,1.84519,0.411763,0.384333,0.395514,0.384333,0.384333,0.384333,0.384333,0.384333,0.384333,0.411763,0.384333,0.411763,0.384333,0.384333,0.84051,0.384333,0.84051,0.384333,0.84051,0.384333,0.384333,0.384333,0.84051,0.384333,0.384333,0.84051,0.84051,0.84051,0.204913,0.384333,0.411763,0.384333,0.384333,0.384333,0.384333,0.84051,0.84051,0.84051,0.84051,0.384333,0.204913,0.84051,0.377318,0.384333,0.84051,0.384333,0.384333,0.384333,0.384333,0.384333,0.384333,0.513008,0.384333,0.84051,0.384333,0.84051,0.384333,0.384333,0.84051,0.204913,0.84051,0.262586,0.84051,0.384333,0.84051,0.204913,0.84051,0.384333,0.384333,0.84051,0.384333,0.84051,0.384333,0.84051,0.384333,0.84051,0.513008,0.384333,0.384333,0.384333,0.84051,0.262586,0.84051,0.384333,0.384333,0.84051,0.84051,0.384333,0.84051,0.84051,0.384333,0.84051,0.84051,0.84051,0.84051,0.384333,0.84051,0.384333,0.384333,0.84051,0.384333,0.84051,0.384333,0.84051,0.384333,0.384333,0.513008,0.84051,0.384333,0.84051,0.384333,0.204913,0.84051
0.907389,0.359167,0.359167,0.907389,0.907389,0.907389,0.359167,0.786529,0.183779,0.907389,0.907389,0.907389,0.359167,0.359167,0.359167,0.359167,0.359167,0.359167,0.359167,0.907389,0.359167,0.359167,0.359167,0.359167,0.359167,0.359167,0.359167,0.907389,0.359167,0.359167,0.359167,0.907389,0.359167,0.359167,0.359167,0.359167,0.359167,0.907389,0.251427,0.359167,0.359167,0.683635,0.359167,0.359167,0.359167,0.359167,0.907389,0.359167,0.907389,0.359167,0.907389,0.359167,0.359167,0.359167,0.359167,0.786529,0.359167,0.907389,0.907389,0.359167,0.251427,0.359167,0.359167,0.359167,0.907389,0.359167,0.683635,0.907389,0.251427,0.907389,0.359167,0.78232,0.359167,0.359167,0.907389,0.907389,0.907389,0.359167,0.359167,0.359167,0.359167,0.359167,0.907389,0.359167,0.359167,0.359167,0.907389,0.907389,0.359167,0.359167,0.359167,0.251427,0.359167,0.359167,0.251427,0.359167,0.907389,0.359167,0.907389,0.359167,0.359167,0.87021,0.359167,0.87021,0.359167,0.87021,0.359167,0.359167,0.359167,0.359167,0.359167,0.359167,0.87021,0.359167,0.87021,0.359167,0.359167,0.907389,0.359167,0.359167,0.359167,0.359167,0.87021,0.87021,0.359167,0.87021,0.359167,0.87021,0.87021,0.87021,0.359167,0.87021,0.359167,0.359167,0.359167,0.359167,0.359167,0.359167,0.359167,0.359167,0.87021,0.87021,0.87021,0.359167,0.359167,0.87021,0.87021,0.87021,0.461593,0.683635,0.87021,0.683635,0.87021,0.87021,0.359167,0.359167,0.87021,0.87021,0.87021,0.359167,0.87021,0.359167,0.87021,0.359167,0.87021,0.359167,0.461593,0.87021,0.87021,0.87021,0.359167,0.359167,0.87021,0.87021,0.359167,0.87021,0.87021,0.87021,0.87021,0.87021,0.359167,0.87021,0.359167,0.87021,0.359167,0.87021,0.87021,0.87021,0.87021,0.359167,0.87021,0.359167,0.359167,0.87021,0.87021,0.359167,0.87021,0.683635,0.87021,0.87021
0.707504,0.267053,0.267053,0.707504,0.707504,0.707504,0.267053,0.267053,0.707504,0.707504,0.707504,0.707504,0.267053,0.267053,0.408675,0.267053,0.267053,0.267053,0.267053,0.707504,0.267053,0.267053,0.267053,0.267053,0.267053,0.408675,0.267053,0.707504,0.267053,0.267053,0.267053,0.707504,0.343089,0.267053,0.707504,0.267053,0.267053,0.707504,0.267053,0.267053,0.267053,0.267053,0.267053,0.267053,0.408675,0.267053,0.707504,0.267053,0.707504,0.267053,0.707504,0.408675,0.267053,0.408675,0.408675,0.267053,0.267053,0.707504,0.707504,0.267053,0.267053,0.267053,1.57625,0.267053,0.707504,0.267053,0.267053,0.707504,0.267053,0.707504,0.343089,0.707504,0.267053,0.267053,0.707504,0.707504,0.707504,0.408675,0.408675,0.267053,0.267053,0.267053,0.707504,1.57625,0.267053,0.267053,0.267053,0.707504,0.267053,0.267053,0.267053,0.267053,0.267053,0.267053,0.267053,0.267053,0.707504,0.267053,0.707504,0.267053,1.14768,1.14768,0.267053,1.14768,0.267053,1.14768,1.14768,0.267053,0.267053,1.14768,0.267053,0.267053,1.14768,1.14768,1.14768,1.14768,0.267053,0.707504,0.267053,0.267053,0.267053,1.14768,1.14768,1.14768,1.14768,1.14768,0.267053,1.14768,1.14768,1.14768,0.267053,1.14768,0.267053,0.267053,1.14768,0.267053,0.267053,0.267053,1.14768,1.15035,1.14768,1.14768,1.14768,0.267053,0.214506,1.14768,1.14768,1.57625,1.14768,0.501695,0.267053,1.14768,1.14768,1.14768,1.14768,0.267053,1.14768,0.267053,1.14768,0.267053,1.14768,1.14768,1.14768,0.267053,0.267053,1.14768,0.707504,1.14768,0.707504,1.14768,0.267053,0.638461,1.14768,1.14768,0.267053,0.267053,0.267053,1.14768,1.14768,1.14768,1.14768,1.14768,1.14768,1.14768,0.267053,0.267053,0.267053,0.267053,1.14768,0.267053,1.14768,1.14768,1.14768,1.14768,1.14768,0.267053,1.14768,0.267053,1.14768,1.14768
0.288196,0.303103,0.303103,0.288196,0.288196,0.288196,0.303103,0.303103,0.303103,0.288196,0.288196,0.288196,0.303103,0.303103,0.650686,0.303103,0.650686,0.303103,0.303103,0.288196,0.280926,0.303103,0.303103,0.303103,0.303103,1.1288,0.303103,0.288196,0.303103,0.303103,0.303103,0.288196,0.303103,0.303103,0.303103,1.19374,0.303103,0.288196,0.303103,0.280926,0.303103,0.303103,0.303103,0.303103,0.303103,0.303103,0.288196,0.303103,0.288196,0.280926,0.288196,0.303103,0.303103,1.13569,0.303103,0.303103,0.303103,0.288196,0.288196,0.303103,0.303103,1.1288,0.280926,0.303103,0.288196,0.303103,0.280926,0.288196,1.19374,0.288196,0.303103,0.288196,1.13569,0.303103,0.288196,0.303103,0.288196,1.1288,0.303103,0.303103,0.303103,0.303103,0.288196,0.303103,0.303103,0.303103,1.13569,0.288196,0.303103,0.303103,0.303103,0.303103,0.303103,0.303103,0.303103,1.13569,0.288196,0.303103,0.288196,1.13569,1.1288,1.1288,0.303103,1.1288,0.303103,1.1288,1.1288,0.303103,0.303103,0.298933,0.303103,0.298933,1.1288,1.1288,1.1288,0.303103,0.303103,0.288196,0.303103,0.303103,0.303103,0.298933,1.1288,1.1288,1.1288,1.1288,1.13569,1.1288,1.1288,0.303103,0.303103,1.1288,1.1288,0.303103,0.298933,1.1288,0.303103,1.1288,0.303103,0.303103,1.1288,1.1288,1.1288,0.303103,1.1288,1.1288,1.1288,1.1288,1.13569,1.1288,1.1288,1.1288,1.1288,1.1288,1.1288,1.1288,1.1288,1.1288,1.1288,0.303103,1.1288,0.298933,1.1288,1.13569,0.303103,0.303103,1.13569,1.1288,1.1288,1.1288,1.13569,0.303103,1.1288,1.1288,0.303103,1.1288,1.1288,1.1288,1.1288,1.1288,1.1288,1.1288,0.303103,1.1288,0.303103,1.1288,1.1288,1.1288,1.1288,0.303103,1.1288,1.1288,1.13569,1.1288,1.13569,0.303103,1.1288,0.303103,1.1288,1.1288
0.539622,0.335391,0.335391,0.539622,0.539622,0.539622,0.335391,0.335391,0.2958,0.539622,0.539622,0.539622,0.335391,0.335391,0.344863,0.335391,0.335391,0.335391,0.2958,0.539622,0.335391,0.335391,0.335391,0.344863,0.2958,0.236727,0.335391,0.539622,0.335391,0.335391,0.335391,0.539622,0.335391,0.2958,0.335391,0.335391,0.335391,0.539622,0.335391,0.335391,0.335391,0.2958,0.335391,0.344863,0.335391,0.335391,0.539622,0.335391,0.539622,0.236727,0.539622,0.335391,0.236727,0.2958,0.335391,0.2958,0.344863,0.539622,0.539622,0.335391,0.335391,0.335391,0.335391,0.335391,0.539622,0.2958,0.236727,0.539622,0.335391,0.539622,0.335391,0.539622,0.335391,0.335391,0.539622,0.539622,0.539622,0.344863,0.344863,0.335391,0.2958,0.335391,0.539622,0.335391,0.335391,0.335391,0.344863,0.539622,0.335391,0.236727,0.335391,0.335391,0.335391,0.335391,0.2958,0.335391,0.539622,0.2958,0.539622,0.335391,1.06233,1.06233,1.06233,1.06233,1.06233,1.06233,0.2958,1.06233,0.335391,1.06233,0.335391,0.335391,1.06233,1.06233,1.06233,0.236727,0.335391,0.539622,1.06233,0.479979,0.335391,0.236727,1.06233,1.06233,1.06233,0.479979,0.335391,1.06233,1.06233,1.06233,0.2958,1.06233,0.335391,1.06233,0.2958,0.335391,1.06233,0.2958,0.2958,1.06233,1.06233,1.06233,1.06233,0.335391,0.335391,1.06233,1.06233,1.06233,0.335391,0.2958,1.06233,1.06233,1.06233,1.06233,1.06233,0.2958,0.236727,0.2958,1.06233,0.335391,1.06233,0.335391,1.06233,0.335391,0.335391,1.06233,0.335391,1.06233,0.335391,1.06233,0.335391,0.2958,1.06233,1.06233,0.335391,1.06233,1.06233,1.06233,1.06233,0.2958,1.06233,1.06233,0.335391,1.06233,0.2958,1.3299,0.2958,0.479979,0.876634,0.335391,0.479979,1.06233,0.335391,0.578121,1.06233,0.236727,1.06233,1.3299,0.2958,1.3299
0.695568,0.204372,0.162488,0.695568,0.695568,0.695568,0.152571,0.226705,0.152571,0.695568,0.695568,0.695568,0.152571,0.150079,0.226705,0.226705,0.296634,0.152571,0.226705,0.695568,0.226705,0.152571,0.152571,0.162488,0.196923,0.296634,0.152571,0.695568,0.162488,0.150079,0.226705,0.695568,0.152571,0.162488,0.152571,0.152571,0.226705,0.695568,0.226705,0.162488,0.226705,0.296634,0.296634,0.226705,0.226705,0.226705,0.695568,0.162488,0.695568,0.162488,0.695568,0.162488,0.226705,0.152571,0.152571,0.162488,0.226705,0.695568,0.695568,0.152571,0.296634,0.162488,0.226705,0.226705,0.695568,0.152571,0.162488,0.695568,0.296634,0.695568,0.152571,0.695568,0.226705,0.695568,0.695568,0.695568,0.695568,0.296634,0.296634,0.226705,0.296634,0.152571,0.695568,0.150079,0.152571,0.226705,0.296634,0.695568,0.226705,0.296634,0.162488,0.695568,0.152571,0.226705,0.152571,0.226705,0.695568,0.162488,0.695568,0.152571,0.196923,1.58758,0.296634,1.58758,1.58758,1.58758,0.296634,0.162488,0.162488,0.296634,0.805495,0.196923,1.58758,1.58758,1.58758,0.333478,1.58758,0.695568,0.333478,0.296634,0.162488,0.162488,0.296634,1.58758,1.58758,1.58758,0.805495,0.805495,1.58758,0.296634,0.152571,1.58758,1.58758,1.58758,1.58758,0.333478,0.333478,1.58758,1.58758,0.196923,0.296634,1.58758,0.296634,0.333478,0.162488,1.58758,1.58758,0.296634,1.58758,0.805495,0.296634,1.58758,0.296634,1.58758,0.296634,1.58758,1.58758,1.58758,1.58758,0.196923,1.58758,0.162488,1.58758,0.805495,0.296634,0.162488,0.333478,1.58758,1.58758,1.58758,1.58758,1.58758,1.58758,1.58758,0.162488,1.58758,1.58758,1.58758,1.58758,0.296634,1.58758,1.58758,1.58758,1.58758,0.196923,1.58758,1.58758,0.196923,1.58758,1.58758,1.58758,1.58758,1.58758,1.58758,1.58758,1.58758,1.58758,0.150079,0.296634,1.58758
0.363924,0.282176,0.196439,0.363924,0.363924,0.363924,0.196439,0.196439,0.414611,0.363924,0.363924,0.363924,0.196439,0.196439,0.196439,0.196439,0.196439,0.196439,0.124634,0.363924,0.124634,0.196439,0.196439,0.124634,0.196439,0.282176,0.196439,0.363924,0.124634,0.196439,0.117326,0.363924,0.196439,0.196439,0.196439,0.124634,0.282176,0.363924,0.124634,0.124634,0.196439,0.124634,0.747716,0.196439,0.117326,0.196439,0.363924,0.196439,0.363924,0.747716,0.363924,0.124634,0.414611,0.196439,0.196439,0.196439,0.124634,0.363924,0.363924,0.124634,0.151386,0.747716,0.196439,0.196439,0.363924,0.196439,0.151386,0.363924,1.51985,0.363924,0.282176,0.363924,0.196439,0.196439,0.363924,0.363924,0.363924,0.747716,0.124634,0.414611,0.151386,0.117326,0.363924,0.414611,0.117326,0.196439,0.747716,0.363924,0.196439,0.282176,0.124634,0.196439,0.124634,0.196439,0.196439,0.196439,0.363924,0.196439,0.363924,0.196439,0.747716,1.51985,1.51985,0.747716,1.51985,1.51985,1.51985,1.51985,0.151386,1.51985,1.51985,0.265496,1.51985,0.747716,1.51985,1.51985,1.51985,0.363924,1.51985,1.51985,0.196439,1.51985,1.51985,1.51985,0.265496,1.51985,0.144319,1.51985,1.51985,0.747716,1.51985,1.51985,0.282176,1.51985,1.51985,0.196439,1.51985,1.51985,1.51985,0.282176,0.265496,1.51985,1.51985,0.144319,1.51985,1.51985,1.51985,1.51985,1.51985,1.51985,0.265496,1.51985,1.51985,1.51985,1.51985,0.265496,1.51985,1.51985,1.51985,0.196439,1.51985,1.51985,1.51985,0.265496,1.51985,1.51985,1.51985,1.51985,1.51985,1.51985,0.151386,0.151386,1.51985,1.51985,0.282176,0.747716,1.51985,1.51985,0.265496,1.51985,0.151386,0.747716,0.282176,1.51985,0.196439,1.51985,0.144319,1.51985,0.747716,0.282176,1.51985,1.51985,0.151386,0.282176,1.51985,0.151386,1.51985,0.282176,0.265496,1.51985
0.511676,0.37889,0.37889,0.511676,0.511676,0.511676,0.436372,0.37889,0.436372,0.511676,0.511676,0.511676,0.37889,0.37889,0.436372,0.436372,0.436372,0.37889,0.436372,0.511676,0.436372,0.37889,0.37889,0.37889,0.654866,0.193606,0.654866,0.511676,0.37889,0.37889,0.37889,0.511676,0.193606,0.37889,0.436372,0.37889,0.37889,0.511676,0.37889,0.654866,0.436372,1.08682,0.436372,0.654866,0.436372,0.436372,0.511676,0.37889,0.511676,1.08682,0.511676,0.436372,0.436372,0.37889,0.627228,0.654866,0.37889,0.511676,0.511676,0.37889,0.37889,0.37889,0.37889,0.37889,0.511676,0.436372,0.37889,0.511676,0.627228,0.511676,0.436372,0.511676,0.37889,0.436372,0.511676,0.436372,0.511676,0.37889,0.37889,0.436372,0.37889,0.37889,0.511676,0.436372,0.436372,0.37889,0.654866,0.511676,0.37889,0.436372,0.37889,0.436372,0.37889,0.627228,0.37889,0.436372,0.511676,0.436372,0.511676,0.436372,0.37889,1.08682,0.37889,0.549088,0.37889,1.08682,0.37889,1.08682,1.08682,1.08682,0.436372,0.37889,1.08682,1.08682,1.08682,0.436372,1.08682,0.511676,1.08682,1.08682,1.08682,0.37889,1.08682,1.08682,1.08682,1.08682,0.37889,1.08682,1.08682,1.08682,0.37889,1.08682,1.08682,0.37889,0.37889,0.436372,0.37889,1.08682,0.37889,0.37889,1.08682,1.08682,1.08682,0.37889,0.37889,1.08682,0.37889,1.08682,1.08682,0.436372,0.37889,1.08682,0.37889,1.08682,0.37889,0.436372,1.08682,0.37889,1.08682,1.08682,1.08682,0.37889,1.08682,1.08682,0.389702,1.08682,0.436372,1.08682,1.08682,1.08682,0.37889,0.654866,1.08682,0.549088,0.37889,1.08682,1.08682,1.08682,0.549088,1.08682,1.08682,1.08682,5.71073,1.08682,1.08682,0.436372,0.37889,0.37889,1.08682,1.08682,1.08682,0.37889,0.37889,1.08682,1.08682,1.08682,5.71073,0.37889,5.71073,1.08682
0.246851,0.299821,0.353197,0.246851,0.246851,0.246851,0.299821,0.353197,0.353197,0.246851,0.246851,0.246851,0.299821,0.299821,1.35322,0.353197,0.260179,0.353197,0.353197,0.246851,0.353197,0.260179,0.353197,0.299821,0.353197,0.353197,0.353197,0.246851,0.353197,1.35322,0.353197,0.246851,0.353197,0.353197,0.353197,0.353197,0.353197,0.246851,0.299821,0.299821,0.353197,0.353197,0.353197,0.353197,0.260179,0.16452,0.246851,1.35322,0.246851,0.353197,0.246851,0.353197,0.353197,0.299821,0.299821,0.353197,0.353197,0.246851,0.246851,0.299821,0.299821,0.353197,0.260179,0.353197,0.246851,0.299821,0.353197,0.246851,0.353197,0.246851,0.353197,0.246851,0.299821,0.299821,0.246851,0.299821,0.246851,0.353197,0.353197,0.353197,0.353197,0.353197,0.246851,0.353197,0.353197,0.260179,0.353197,0.246851,0.16452,0.353197,0.353197,0.353197,0.260179,0.353197,0.353197,0.353197,0.246851,0.353197,0.246851,0.299821,1.35322,1.35322,0.353197,1.35322,0.299821,0.353197,0.353197,0.299821,0.299821,0.353197,1.35322,0.353197,1.35322,1.35322,1.35322,0.299821,0.353197,0.246851,0.299821,0.345997,1.35322,0.353197,1.35322,1.35322,1.35322,1.35322,0.299821,1.35322,1.35322,0.353197,1.35322,1.35322,0.260179,0.353197,0.299821,1.35322,0.299821,0.299821,0.299821,1.35322,0.963602,0.299821,1.35322,0.299821,0.353197,1.35322,0.353197,0.353197,1.35322,0.345997,0.299821,1.35322,0.353197,1.35322,0.345997,0.299821,1.35322,1.35322,1.35322,0.299821,1.35322,0.299821,1.35322,1.35322,1.35322,0.299821,1.35322,1.35322,0.299821,1.35322,0.299821,1.35322,0.963602,1.35322,0.353197,1.35322,1.35322,0.353197,1.35322,1.35322,0.299821,1.35322,0.299821,1.35322,0.353197,1.35322,0.299821,1.35322,1.35322,0.353197,0.353197,0.260179,1.35322,1.35322,1.35322,0.260179,1.35322,0.299821,0.353197,1.35322
0.555694,0.274726,0.338492,0.555694,0.555694,0.555694,0.314399,0.338492,0.342968,0.555694,0.555694,0.555694,0.274726,0.338492,0.338492,0.338492,0.245826,0.274726,0.338492,0.555694,0.338492,0.338492,0.274726,0.274726,0.338492,0.338492,0.338492,0.555694,0.274726,0.338492,0.338492,0.555694,0.338492,0.338492,0.342968,0.342968,0.338492,0.555694,0.342968,0.338492,0.338492,0.274726,0.338492,0.274726,0.338492,0.342968,0.555694,0.342968,0.555694,0.274726,0.555694,0.314399,0.338492,0.338492,0.314399,0.342968,0.342968,0.555694,0.555694,0.314399,0.338492,0.338492,0.338492,0.314399,0.555694,0.274726,0.338492,0.555694,0.274726,0.555694,0.245826,0.555694,0.67664,0.338492,0.555694,0.342968,0.555694,0.338492,1.15883,0.342968,0.274726,0.274726,0.555694,0.342968,0.338492,0.245826,0.338492,0.555694,0.342968,0.338492,0.338492,0.314399,0.338492,0.342968,0.338492,0.338492,0.555694,0.342968,0.555694,0.338492,1.15883,1.15883,0.342968,1.15883,1.15883,0.338492,1.15883,0.338492,1.15883,1.15883,0.314399,0.338492,1.15883,1.15883,1.15883,0.338492,1.15883,0.555694,0.338492,0.672724,1.1356,1.1356,1.15883,1.15883,1.1356,1.15883,1.15883,1.15883,1.15883,1.15883,1.15883,1.1356,1.15883,0.314399,1.15883,1.15883,1.15883,0.314399,0.338492,1.15883,1.1356,1.15883,1.15883,0.338492,0.314399,1.15883,1.1356,1.1356,1.15883,0.338492,1.15883,1.15883,1.15883,1.15883,1.15883,1.15883,1.15883,1.15883,1.1356,0.314399,1.15883,1.15883,1.15883,1.1356,1.15883,1.15883,0.314399,1.1356,1.1356,1.15883,0.338492,1.15883,1.1356,1.1356,0.672724,0.338492,0.672724,1.15883,1.1356,1.1356,0.672724,1.1356,0.338492,1.1356,1.15883,0.338492,1.15883,1.1356,1.15883,0.338492,1.15883,1.15883,1.1356,1.15883,1.1356,0.338492,1.1356,1.15883,0.338492,1.15883
